Date,Location,Airplane.model,Fatalities,lon,lat
"Jun 1, 2009 at 0014 LT","Fernando de Noronha, Pernambuco",Airbus A330,228,-32.4268917,-3.8447976
"May 26, 2009 at 1616 LT","Isiro, Orientale",Antonov AN-26,3,27.6082774,2.7722364
"May 25, 2009 at 0846 LT","Daytona Beach, Florida",Rockwell Aero Commander 500,1,-81.0228331,29.2108147
"May 22, 2009 at 2113 LT","Porto Seguro, Bahia",Beechcraft Super King Air 350,14,-39.0653656,-16.4443537
"May 20, 2009 at 0630 LT","Madiun, West Java",Lockheed C-130 Hercules,100,111.5300159,-7.6310587
"May 6, 2009 at 1330 LT","Baltimore, Maryland",Douglas DC-10,0,-76.6121893,39.2903848
"Apr 30, 2009 at 1748 LT","Pokrovsk, Republic of Yakutia (Sakha)",PZL-Mielec AN-2,3,129.1253762,61.4765303
"Apr 29, 2009 at 0600 LT","Democratic Republic of Congo, DRC",Boeing 737-200,7,21.758664,-4.038333
"Apr 28, 2009 at 1835 LT","Hamburg, Hamburg",Cessna 421 Golden Eagle,0,9.9936819,53.5510846
"Apr 27, 2009 at 1800 LT","Guadalajara, Jalisco",Boeing 737-200,0,-103.3496092,20.6596988
"Apr 26, 2009 at 0428 LT","San Juan, Puerto Rico",Douglas DC-3,0,-66.1057355,18.4655394
"Apr 25, 2009 at 1004 LT","Tooele, Utah",Lockheed P-2 Neptune,3,-112.29828,40.5307776
"Apr 17, 2009 at 1115 LT","Fort Lauderdale-Hollywood, Florida",Cessna 421 Golden Eagle,1,-80.1651315,26.0347664
"Apr 17, 2009 at 1015 LT","Mulia, Special Region of Papua",Pilatus PC-6 (Porter & Turbo Porter),11,140.5086012,-8.3768839
"Apr 6, 2009 at 1230 LT","Bandung, West Java",Fokker F27 Friendship,24,107.6191228,-6.9174639
"Apr 6, 2009","Gaborone, South-East District",Rockwell Aero Commander 690,0,25.9231471,-24.6282079
"Apr 2, 2009 at 1200 LT","Philippines, Philippines",Britten-Norman Islander,7,121.774017,12.879721
"Mar 22, 2009 at 1430 LT","Butte, Montana",Pilatus PC-12,14,-112.5347775,46.0038232
"Mar 19, 2009 at 1725 LT","Quito, Pichincha",Beechcraft Super King Air 200,7,-78.4678382,-0.1806532
"Mar 9, 2009 at 1535 LT","Jakarta, City District of Jakarta",McDonnell Douglas MD-90,0,106.845599,-6.2087634
"Mar 9, 2009 at 0540 LT","Entebbe, Central",Ilyushin II-76,11,32.463708,0.0511839
"Mar 7, 2009","Volosovo, Leningrad oblast",PZL-Mielec AN-2,0,29.4885599,59.4430147
"Mar 6, 2009 at 1534 LT","Bangalore, Karnataka",NAL Saras,3,77.5945627,12.9715987
"Mar 1, 2009 at 1153 LT","Valera, Trujillo",Beechcraft King Air 100,6,-70.6032995,9.3191109
"Feb 25, 2009 at 1026 LT","Amsterdam, North Holland",Boeing 737-800,9,4.8951679,52.3702157
"Feb 24, 2009 at 1200 LT","Egypt, Egypt",Lockheed C-130 Hercules,0,30.802498,26.820553
"Feb 22, 2009 at 1249 LT","Bishkek, Bishkek City",PZL-Mielec AN-2,0,74.5697617,42.8746212
"Feb 20, 2009 at 1515 LT","Kenai, Alaska",De Havilland DHC-2 Beaver,0,-151.2583333,60.5544444
"Feb 20, 2009 at 0418 LT","Luxor, Luxor",Antonov AN-12,5,-115.1760672,36.09551
"Feb 19, 2009 at 1812 LT","Nome, Alaska",Piper PA-31-350 Navajo Chieftain,0,-165.4063889,64.5011111
"Feb 18, 2009 at 0800 LT","Palanquero, Caldas",Basler BT-67,5,-74.66661,5.48338
"Feb 16, 2009 at 0000 LT","Isfahan, Isfahan",HESA IrAn-140-100,5,51.6679826,32.6546275
"Feb 13, 2009 at 2040 LT","London-City, London Metropolis",Avro RJ100,0,-0.249551,51.4933946
"Feb 12, 2009 at 2217 LT","Buffalo, New York",De Havilland Dash-8-400,50,-78.8783689,42.8864468
"Feb 11, 2009","Boma, Jonglei (<U+062C><U+0648><U+0646><U+0642><U+0644><U+064A>)",Cessna 208 Caravan,0,31.6305828,6.0063863
"Feb 11, 2009 at 1030 LT","Pskov, Pskov oblast",Antonov AN-2,0,28.3344735,57.8166994
"Feb 7, 2009 at 1324 LT","Manaus, Amazonas",Embraer EMB-110 Bandeirante,24,-60.0217314,-3.1190275
"Feb 7, 2009 at 1324 LT","Manaus, Amazonas",Embraer EMB-110 Bandeirante,24,-60.0217314,-3.1190275
"Feb 7, 2009 at 0602 LT","Rome, Lazio",Cessna 650 Citation III,2,12.4963655,41.9027835
"Feb 6, 2009 at 0840 LT","Darwin, Northern Territory",Piper PA-31-350 Navajo Chieftain,0,130.8456418,-12.4634403
"Feb 5, 2009 at 1600 LT","Zadar, Zadar",Cessna 303 Crusader,4,15.2313648,44.119371
"Feb 4, 2009 at 0915 LT","La Ronge, Saskatchewan",De Havilland DHC-6 Twin Otter,0,-105.285989,55.10823
"Feb 4, 2009 at 0852 LT","Mojave, California",Douglas DC-3,0,-118.1739645,35.0524699
"Jan 27, 2009 at 0437 LT","Lubbock, Texas",ATR42-200,0,-101.8551665,33.5778631
"Jan 21, 2009 at 1200 LT","Mamuno, South-East District",Beechcraft King Air 90,0,25.9021697,-24.6330319
"Jan 19, 2009 at 1701 LT","Tehran, Tehran City District",Fokker 100,0,51.3889736,35.6891975
"Jan 19, 2009 at 1240 LT","Falkenstein, Saxony",Piper PA-42 Cheyenne,1,12.3649754,50.4750046
"Jan 16, 2009 at 2110 LT","Island Lake, Manitoba",Beechcraft King Air 100,0,-94.4133148,53.8024368
"Jan 16, 2009 at 1535 LT","Oradea, Bihor",Gulfstream G200,0,21.9189438,47.0465005
"Jan 15, 2009 at 2110 LT","Makhachkala, Republic of Dagestan",Ilyushin II-76,4,47.5126285,42.9666308
"Jan 15, 2009 at 1531 LT","New York, New York",Airbus A320,0,-73.968285,40.73061
"Jan 15, 2009 at 0700 LT","Wray, Colorado",Rockwell Grand Commander 690,3,-102.2232495,40.0758231
"Jan 11, 2009 at 0942 LT","Hayden, Colorado",Pilatus PC-12,2,-107.2636842,40.4894302
"Jan 11, 2009 at 0658 LT","Caticlan (Malay), Aklan",Xian MA60,0,121.9385499,11.9108998
"Jan 9, 2009","Peru, Peru",Cessna 208 Caravan,0,-75.015152,-9.189967
"Jan 4, 2009 at 0209 LT","Wilmington, North Carolina",Cessna 550 Citation II,0,-77.9447102,34.2257255
"Jan 3, 2009 at 1654 LT","Telluride, Colorado",Learjet 45,0,-107.8122852,37.9374939
"Jan 2, 2009 at 0751 LT","Sharjah, Sharjah (<U+0627><U+0644><U+0634><U+0627><U+0631><U+0642><U+0629><U+0651>)",Antonov AN-12,0,55.4042086,25.3077352
"Dec 23, 2008 at 1500 LT","Lewistown, Missouri",Raytheon 390 Premier I,0,-91.8132225,40.086154
"Dec 20, 2008 at 1818 LT","Denver, Colorado",Boeing 737-500,0,-104.990251,39.7392358
"Dec 19, 2008 at 1110 LT","Espiritu Santo, Vanuatu",Britten-Norman Islander,1,166.9182097,-15.3003549
"Dec 18, 2008 at 0557 LT","San Fernando, Apure",Piper PA-31 Cheyenne,2,-67.4695307,7.8806888
"Dec 16, 2008 at 2252 LT","Madison, Wisconsin",Cessna 402,0,-89.4012302,43.0730517
"Dec 15, 2008 at 1645 LT","Turks and Caicos Islands, Turks and Caicos Islands",Britten-Norman Trislander,12,-71.797928,21.694025
"Dec 14, 2008 at 1500 LT","Rocksprings, Texas",Beechcraft King Air 90,1,-100.2053582,30.0157647
"Dec 13, 2008 at 0143 LT","Cambridge Bay, Nunavut",Dornier DO228,0,-105.0596814,69.1168641
"Dec 9, 2008 at 1100 LT","Millington, Tennessee",Mitsubishi MU-2 Marquise,0,-89.8973084,35.3414744
"Dec 7, 2008 at 1820 LT","Atlangatepec, Tlaxcala",Learjet 23,2,-98.209249,19.5319254
"Dec 3, 2008 at 0813 LT","San Juan, Puerto Rico",Rockwell Grand Commander 690,3,-66.1057355,18.4655394
"Nov 28, 2008 at 1900 LT","Brindisi, Apulia",Dassault Falcon 900,0,17.9417616,40.6327278
"Nov 27, 2008 at 1515 LT","Fort Smith, Northwest Territories",BAe Jetstream 31,0,-111.8849379,60.00552
"Nov 23, 2008 at 1115 LT","Recife, Pernambuco",Beechcraft Super King Air 200,2,-34.8769643,-8.0475622
"Nov 22, 2008 at 2140 LT","God's Lake Narrows, Manitoba",Beechcraft King Air 100,0,-94.494085,54.553608
"Nov 16, 2008 at 1032 LT","Thormanby Island, British Columbia",Grumman G-21A Goose,7,-123.9794558,49.4984943
"Nov 13, 2008 at 1200 LT","Al Asad AFB, Al-Anbar (<U+0627><U+0644><U+0623><U+0646><U+0628><U+0627><U+0631>)",Antonov AN-12,7,42.442989,33.793896
"Nov 11, 2008 at 1817 LT","Stony Rapids, Saskatchewan",Beechcraft King Air 100,0,-105.8316601,59.258762
"Nov 10, 2008","Pointe-Noire, Pointe-Noire City District",Antonov AN-12,0,11.866362,-4.7691623
"Nov 10, 2008 at 0800 LT","Rome, Lazio",Boeing 737-800,0,12.4963655,41.9027835
"Nov 7, 2008 at 2024 LT","Bathurst, New South Wales",Piper PA-31-350 Navajo Chieftain,4,149.5775008,-33.4192822
"Nov 7, 2008 at 0246 LT","Gainesville, Florida",Partenavia P.68,3,-82.3248262,29.6516344
"Nov 4, 2008 at 1846 LT","Mexico City, Federal District of Mexico City",Learjet 45,16,-99.133208,19.4326077
"Nov 3, 2008 at 1330 LT","Mexico, Mexico",Beechcraft Super King Air 200,1,-99.133208,19.4326077
"Nov 1, 2008 at 1510 LT","Guyana, Guyana",Beechcraft King Air 90,3,-58.93018,4.860416
"Nov 1, 2008 at 1100 LT","Nyala Lodge, Limpopo",Cessna 208 Caravan,0,29.509534,-23.042239
"Oct 29, 2008 at 1055 LT","Ludhiana, Punjab",Beechcraft King Air 90,2,75.8572758,30.900965
"Oct 21, 2008 at 1200 LT","Bagram AFB, Parwan",Lockheed P-3 Orion,0,69.273567,34.9444758
"Oct 16, 2008 at 1530 LT","Caracas, Caracas Federal District",Boeing 737-200,0,-66.9036063,10.4805937
"Oct 16, 2008 at 0945 LT","Australia, Australia",Gippsland GA8 Airvan,1,133.775136,-25.274398
"Oct 8, 2008 at 0731 LT","Lukla, Sagarmatha",De Havilland DHC-6 Twin Otter,18,86.7278059,27.6856603
"Oct 6, 2008 at 1200 LT","Oaxaca, Oaxaca",Cessna 421 Golden Eagle,2,-96.7216219,17.0594169
"Oct 5, 2008 at 1538 LT","South Africa, South Africa",Britten-Norman Islander,9,22.937506,-30.559482
"Oct 1, 2008 at 2318 LT","Kaliningrad, Kaliningrad oblast",Boeing 737-300,0,20.4522144,54.7104264
"Sep 29, 2008 at 2216 LT","Santa Fe, New Mexico",Pilatus PC-12,1,-105.937799,35.6869752
"Sep 29, 2008 at 0000 LT","Luanda, Luanda",Antonov AN-12,0,13.2894368,-8.8399876
"Sep 26, 2008 at 2003 LT","Vineyard Haven, Massachusetts",Cessna 402,1,-70.6036395,41.4542786
"Sep 22, 2008 at 1115 LT","Quito, Pichincha",Fokker F28 Fellowship,0,-78.4678382,-0.1806532
"Sep 22, 2008","Wunstorf AFB, Lower Saxony",Transall C-160,0,9.4315501,52.455364
"Sep 21, 2008 at 1328 LT","Ecuvillens, Fribourg",PAC 750XL - Pacific Aerospace Corporation,2,7.083334,46.750004
"Sep 19, 2008 at 2353 LT","Columbia, South Carolina",Learjet 60,4,-81.0348144,34.0007104
"Sep 18, 2008 at 2127 LT","Tbilisi, Tbilisi City District",Antonov AN-24,0,44.827096,41.7151377
"Sep 14, 2008 at 1318 LT","Mexico, Mexico",Cessna 421 Golden Eagle,4,-99.133208,19.4326077
"Sep 14, 2008 at 0510 LT","Perm, Perm Krai",Boeing 737-500,88,56.2667916,58.0296813
"Sep 13, 2008 at 0934 LT","Ba'kelalan, Sarawak",De Havilland DHC-6 Twin Otter,0,115.609553,4.0088668
"Sep 9, 2008 at 1500 LT","Cooinda, Northern Territory",Gippsland GA8 Airvan,0,132.521559,-12.905126
"Sep 7, 2008 at 0940 LT","Belize City, Belize",Cessna 208 Caravan,0,-88.1962133,17.5045661
"Sep 1, 2008 at 1810 LT","Reno, Nevada",Lockheed P-2 Neptune,3,-119.8138027,39.5296329
"Sep 1, 2008 at 1600 LT","Bukavu, Sud-Kivu",Beechcraft 1900C,17,28.8480284,-2.5123017
"Sep 1, 2008 at 1206 LT","Columbus, Ohio",Convair CV-580,3,-82.9987942,39.9611755
"Aug 30, 2008 at 2150 LT","Toacaso, Cotopaxi",Boeing 737-200,3,-78.6868541,-0.7557157
"Aug 28, 2008 at 1238 LT","North Las Vegas, Nevada",Piper PA-31-350 Navajo Chieftain,1,-115.1175013,36.1988592
"Aug 27, 2008 at 1634 LT","Jambi, Jambi",Boeing 737-200,0,103.6131203,-1.6101229
"Aug 25, 2008 at 2055 LT","Davao City, Davao del Sur",Lockheed C-130 Hercules,11,125.455341,7.190708
"Aug 24, 2008 at 2044 LT","Bishkek-Manas, Bishkek City",Boeing 737-200,65,74.4730782,43.0584523
"Aug 22, 2008 at 1750 LT","Moab, Utah",Beechcraft King Air 100,10,-109.5498395,38.5733155
"Aug 20, 2008 at 1424 LT","Madrid, Madrid",McDonnell Douglas MD-82,154,-3.7037902,40.4167754
"Aug 18, 2008 at 2029 LT","Santo Domingo, Distrito Nacional",Cessna 501 Citation I,1,-69.9312117,18.4860575
"Aug 17, 2008 at 1136 LT","Coventry, West Midlands",Cessna 402,4,-1.519693,52.406822
"Aug 13, 2008 at 0450 LT","Mogadishu, Banaadir (<U+0628><U+0646><U+0627><U+062F><U+0631><U+200E>)",Fokker F27 Friendship,3,45.2877283,2.0385938
"Aug 5, 2008","Kabul, Kabul",Lockheed C-130 Hercules,0,69.207486,34.5553494
"Aug 3, 2008 at 1524 LT","Pitt Meadows, British Columbia",Beechcraft King Air 90,0,-122.6895165,49.2190648
"Aug 3, 2008 at 1519 LT","Reading, Pennsylvania",Cessna 550 Citation II,0,-75.9268747,40.3356483
"Aug 3, 2008 at 0722 LT","Port Hardy, British Columbia",Grumman G-21A Goose,5,-127.460393,50.7123867
"Jul 31, 2008 at 0945 LT","Owatonna, Minnesota",BAe 125,8,-93.2259349,44.0855572
"Jul 30, 2008 at 1830 LT","West Chester, Pennsylvania",Eclipse EA500,0,-75.6054882,39.9606643
"Jul 22, 2008 at 1350 LT","Ocean Ridge, Florida",Cessna 402,0,-80.0483747,26.5270157
"Jul 21, 2008 at 1200 LT","Guam Island, Guam Island",Boeing B-52 Stratofortress,6,144.8357195,13.4650505
"Jul 17, 2008 at 0915 LT","Mount Isa, Queensland",Piper PA-31-350 Navajo Chieftain,0,139.4927085,-20.7255748
"Jul 16, 2008 at 1015 LT","Sunriver, Oregon",Cessna 441 Conquest,1,-121.4333539,43.8693935
"Jul 15, 2008 at 1457 LT","Kennesaw, Georgia",Socata TBM-700,1,-84.6154897,34.0234337
"Jul 14, 2008 at 1230 LT","North Ari Atoll, North Central Province",De Havilland DHC-6 Twin Otter,0,73.2328544,4.139252
"Jul 14, 2008 at 0816 LT","Crossroads Lake, Newfoundland & Labrador",De Havilland DHC-2 Beaver,0,-65.036409,54.7375043
"Jul 10, 2008 at 0820 LT","Kichwa Tembo, Rift Valley",Let 410UVP,0,35.0110967,-1.251391
"Jul 6, 2008 at 0114 LT","Saltillo, Coahuila",Douglas DC-9,1,-100.9954254,25.4267244
"Jul 3, 2008 at 0605 LT","Stefanesti, Ilfov",Antonov AN-2,0,26.1961173,44.5284438
"Jul 2, 2008 at 1921 LT","Caracas, Caracas Federal District",Piper PA-31 Cheyenne,3,-66.9036063,10.4805937
"Jun 30, 2008 at 1548 LT","Saint Petersburg, Leningrad oblast",Tupolev TU-154,0,31.8926645,60.0793208
"Jun 30, 2008 at 0700 LT","Khartoum, Khartoum (<U+0627><U+0644><U+062E><U+0631><U+0637><U+0648><U+0645>)",Ilyushin II-76,4,32.5581551,15.4971283
"Jun 28, 2008","Armavir, Krasnodar Krai",PZL-Mielec AN-2,1,41.1111326,44.9873603
"Jun 27, 2008 at 1800 LT","Stupino, Moscow oblast",PZL-Mielec AN-2,5,38.0803509,54.9040441
"Jun 27, 2008 at 1200 LT","Baghdad, Baghdad (<U+0628><U+063A><U+062F><U+0627><U+062F>)",Lockheed C-130 Hercules,0,-85.1224766,38.2663615
"Jun 27, 2008 at 0705 LT","Malakal, Upper Nile (<U+0623><U+0639><U+0627><U+0644><U+064A> <U+0627><U+0644><U+0646><U+064A><U+0644>)",Antonov AN-12,7,31.652196,9.5348662
"Jun 26, 2008","Jakarta, City District of Jakarta",Casa 212 Aviocar,18,106.845599,-6.2087634
"Jun 24, 2008 at 1020 LT","Kansas City, Kansas",Rockwell Shrike Commander 500S,2,-94.6274636,39.114053
"Jun 21, 2008 at 1200 LT","Krems, Lower Austria",PZL-Mielec AN-2,0,15.60384,48.40999
"Jun 20, 2008 at 1032 LT","Bergen, Hordaland",Swearingen SA226T Merlin,3,5.3220544,60.3912628
"Jun 18, 2008 at 1001 LT","Hyannis, Massachusetts",De Havilland DHC-6 Twin Otter,1,-70.2881124,41.6524911
"Jun 15, 2008 at 1200 LT","Chifeng, Inner Mongolia",Harbin Yunsunji Y-12,3,118.886931,42.25785
"Jun 15, 2008","Betz, Oise",Antonov AN-2,0,2.953427,49.157434
"Jun 12, 2008 at 1245 LT","Kisangani, Orientale",Learjet 35,0,25.2007728,0.5185303
"Jun 10, 2008 at 2045 LT","Khartoum, Khartoum (<U+0627><U+0644><U+062E><U+0631><U+0637><U+0648><U+0645>)",Airbus A310,30,32.5581551,15.4971283
"Jun 9, 2008 at 1401 LT","Alice Town, Bimini",Rockwell Aero Commander 500,0,-79.2976102,25.7269582
"Jun 7, 2008","Stavropol, Stavropol Krai",PZL-Mielec AN-2,2,41.9683431,45.0454764
"Jun 3, 2008 at 1010 LT","Iowa City, Iowa",Socata TBM-850,1,-91.5301683,41.6611277
"May 30, 2008 at 1600 LT","Lillo, Castile-La Mancha",Pilatus PC-6 (Porter & Turbo Porter),2,-3.3049024,39.7222339
"May 26, 2008 at 1811 LT","Chelyabinsk, Chelyabinsk oblast",Antonov AN-12,9,61.4368432,55.1644419
"May 26, 2008 at 1500 LT","Goma, Nord-Kivu",Antonov AN-32,0,29.2204548,-1.658501
"May 25, 2008 at 1331 LT","Brussels, Flemish Brabant",Boeing 747-200,0,4.3517103,50.8503396
"May 23, 2008 at 0124 LT","Billings, Montana",Beechcraft 1900C,1,-108.5006904,45.7832856
"May 21, 2008 at 2144 LT","Lubbock, Texas",Beechcraft T-1 Jayhawk,0,-101.8551665,33.5778631
"May 17, 2008 at 1645 LT","Stehekin, Washington",De Havilland DHC-2 Beaver,2,-120.6564879,48.3093032
"May 10, 2008","Lucica, Prahova",Antonov AN-2,1,25.5632597,45.3204057
"May 9, 2008 at 2045 LT","Ada, Michigan",Cessna 208B Grand Caravan,0,-85.4954803,42.960727
"May 7, 2008","Winterveld, Gauteng",Piper PA-31-350 Navajo Chieftain,0,28.0434918,-25.4815574
"May 2, 2008 at 1010 LT","Rumbek, Lakes (<U+0627><U+0644><U+0628><U+062D><U+064A><U+0631><U+0627><U+062A>)",Beechcraft 1900C,21,29.66953,6.825243
"Apr 28, 2008 at 0955 LT","Catia La Mar, Vargas",Piper PA-31-350 Navajo Chieftain,4,-67.0494378,10.5894439
"Apr 25, 2008","Saltillo, Coahuila",Cessna 421 Golden Eagle,0,-100.9954254,25.4267244
"Apr 22, 2008 at 1817 LT","Bucharest, Bucure<U+0219>ti",BAe 146,0,26.1470678,44.3930499
"Apr 21, 2008 at 1200 LT","Coari, Amazonas",Embraer EMB-110 Bandeirante,0,-63.1446032,-4.0945957
"Apr 20, 2008 at 1430 LT","Santo Domingo, Distrito Nacional",Ilyushin II-62,0,-69.9312117,18.4860575
"Apr 20, 2008 at 1030 LT","Nelson, Nelson City Council",Fletcher FU-24,0,173.2837701,-41.2709849
"Apr 15, 2008 at 1430 LT","Goma, Nord-Kivu",Douglas DC-9,40,29.2204548,-1.658501
"Apr 9, 2008 at 2327 LT","Sydney, New South Wales",Swearingen SA227AC Metro III,1,151.2092955,-33.8688197
"Apr 9, 2008 at 1630 LT","Unalaska, Alaska",Grumman G-21A Goose,0,-166.5332434,53.8844382
"Apr 7, 2008 at 1245 LT","Iquitos, Loreto",Pilatus PC-6 (Porter & Turbo Porter),0,-73.2516326,-3.7436735
"Apr 3, 2008 at 2014 LT","New York-JFK, New York",Cessna 750 Citation X,0,-73.7781391,40.6413111
"Apr 3, 2008 at 1624 LT","Mwanza, Mwanza Region",Cessna 406 Caravan,2,32.9174517,-2.5164305
"Apr 3, 2008 at 1100 LT","Benzdorp, Sipaliwini",PZL-Mielec AN-28,19,-54.0861545,3.6737428
"Mar 30, 2008 at 1438 LT","Biggin Hill, London Metropolis",Cessna 500 Citation,5,-0.1040944,51.4160127
"Mar 25, 2008 at 0827 LT","Dhaka, Dhaka",Boeing 747-300,0,90.4125181,23.810332
"Mar 19, 2008 at 1507 LT","Udaipur, Rajasthan",Raytheon 390 Premier I,0,73.712479,24.585445
"Mar 15, 2008 at 0815 LT","Nigeria, Nigeria",Beechcraft 1900D,3,8.675277,9.081999
"Mar 10, 2008 at 1020 LT","Batam, Riau Islands",Boeing 737-400,0,104.0304535,1.0456264
"Mar 4, 2008 at 1515 LT","Oklahoma City, Oklahoma",Cessna 500 Citation,5,-97.5164276,35.4675602
"Feb 29, 2008 at 1200 LT","Orenburg, Orenburg oblast",PZL-Mielec AN-2,0,55.1004538,51.7666482
"Feb 19, 2008 at 1200 LT","Putao, Kachin State",ATR72-200,0,97.4056928,27.3181901
"Feb 18, 2008 at 1815 LT","Venezuela, Venezuela",Cessna 650 Citation III,3,-66.58973,6.42375
"Feb 16, 2008 at 1845 LT","Benton, Kansas",Cessna 414 Chancellor,2,-97.1086498,37.7889039
"Feb 14, 2008 at 1200 LT","Kandahar, Kandahar",Ilyushin II-76,0,65.7371749,31.628871
"Feb 14, 2008 at 0415 LT","Yerevan, Yerevan",Canadair RegionalJet CRJ-100,0,44.4991029,40.1791857
"Feb 13, 2008 at 0920 LT","Los Roques, Los Roques Federal Dependencies",BAe Jetstream 31,0,-66.7665377,11.8566815
"Feb 12, 2008 at 2055 LT","Leesburg, Virginia",Raytheon 390 Premier I,0,-77.5636015,39.1156615
"Feb 12, 2008","Caracas, Caracas Federal District",Douglas DC-9,0,-66.9036063,10.4805937
"Feb 7, 2008 at 1900 LT","Dominican Republic, Dominican Republic",Britten-Norman Islander,0,-70.162651,18.735693
"Feb 2, 2008 at 2115 LT","Edinburgh, Midlothian (County of Edinburgh)",Fokker F27 Friendship,0,-3.188267,55.953252
"Feb 2, 2008 at 1420 LT","Anguilla, Anguilla",Britten-Norman Islander,0,-63.068615,18.220554
"Feb 1, 2008 at 1748 LT","Augusta, Maine",Cessna 525 CJ1,2,-69.7794897,44.3106241
"Feb 1, 2008 at 1130 LT","Mount Airy, North Carolina",Beechcraft King Air 90,6,-80.6072858,36.4993007
"Feb 1, 2008 at 1035 LT","Trinidad, Beni",Boeing 727-200,0,-64.9000247,-14.8258317
"Jan 31, 2008 at 0630 LT","Raglan, Waikato Regional Council",Fletcher FU-24,0,175.2929336,-37.7925693
"Jan 29, 2008 at 1723 LT","Marathon, Florida",Grumman G-21A Goose,0,-81.0446262,24.726026
"Jan 26, 2008 at 0936 LT","Long Apung, North Kalimantan",Casa 212 Aviocar,3,114.9516869,1.3438635
"Jan 25, 2008 at 1200 LT","Pointe-Noire, Pointe-Noire City District",Antonov AN-12,0,11.866362,-4.7691623
"Jan 25, 2008 at 1200 LT","Pointe-Noire, Pointe-Noire City District",Boeing 727-200,0,11.866362,-4.7691623
"Jan 23, 2008 at 1907 LT","Miroslawiec, West Pomeranian Voivodeship (Zachodniopomorskie)",Casa C-295M,20,16.089279,53.34254
"Jan 19, 2008 at 0832 LT","Huambo, Huambo",Beechcraft Super King Air 200,13,15.7468535,-12.7739761
"Jan 17, 2008 at 1242 LT","London, London Metropolis",Boeing 777-200,0,-0.249551,51.4933946
"Jan 16, 2008 at 2243 LT","Tulsa, Oklahoma",Rockwell Aero Commander 500,1,-95.992775,36.1539816
"Jan 16, 2008 at 1215 LT","Aniak, Alaska",Cessna 207 Skywagon,0,-159.5407139,61.5828109
"Jan 15, 2008 at 1320 LT","Port Said, Port Said",Beechcraft King Air 90,2,32.3018661,31.2652893
"Jan 14, 2008 at 0508 LT","Lihue, Hawaii",Beechcraft 1900C,1,-159.3711111,21.9811111
"Jan 5, 2008 at 1343 LT","Kodiak, Alaska",Piper PA-31-350 Navajo Chieftain,6,-152.4072221,57.79
"Jan 4, 2008 at 0940 LT","Los Roques, Los Roques Federal Dependencies",Let 410UVP,14,-66.7665377,11.8566815
"Jan 2, 2008 at 0735 LT","Masbate, Masbate",NAMC YS-11,0,123.5504076,12.3574346
"Jan 2, 2008 at 0720 LT","Tehran, Tehran City District",Fokker 100,0,51.3889736,35.6891975
"Dec 30, 2007 at 1130 LT","Sabang, Aceh",GAF Nomad N22,5,95.3237608,5.8926053
"Dec 30, 2007 at 1127 LT","Bucharest, Bucure<U+0219>ti",Boeing 737-300,0,26.1470678,44.3930499
"Dec 26, 2007 at 0303 LT","Almaty, Almaty Province",Canadair CL-604 Challenger,1,76.8512485,43.2220146
"Dec 21, 2007 at 1217 LT","La Romana, La Romana",Beechcraft King Air 90,1,-68.9658817,18.4338645
"Dec 20, 2007 at 1700 LT","Bahamas, Bahamas",Cessna 208 Caravan,0,-77.39628,25.03428
"Dec 18, 2007 at 0856 LT","Bethel, Alaska",Cessna 208 Caravan,0,-161.7558334,60.7922222
"Dec 11, 2007 at 0930 LT","Indonesia, Indonesia",Fletcher FU-24,1,113.921327,-0.789275
"Dec 10, 2007 at 1200 LT","Bratislava, Bratislava Region",Cessna 303 Crusader,3,17.1077478,48.1485965
"Dec 10, 2007 at 0755 LT","Salmon, Idaho",Beechcraft Super King Air 200,2,-113.8959008,45.1757547
"Dec 9, 2007 at 1308 LT","Kiev, Kiev oblast",Beechcraft King Air 90,5,30.5234,50.4501
"Dec 5, 2007 at 0651 LT","Columbus, Ohio",Cessna 208 Caravan,2,-82.9987942,39.9611755
"Nov 15, 2007 at 1700 LT","Toulouse, Haute-Garonne",Airbus A340-600,0,1.444209,43.604652
"Nov 15, 2007 at 1030 LT","Nagano, Chubu",Cessna 404 Titan,2,138.055903,36.6704365
"Nov 11, 2007 at 1434 LT","Fox Harbour, Nova Scotia",Canadair Global Express,0,-63.4668757,45.8612348
"Nov 10, 2007 at 1320 LT","Opotiki, Bay of Plenty Regional Council",Fletcher FU-24,1,177.2872936,-38.0048284
"Nov 9, 2007 at 1706 LT","Quito, Pichincha",Airbus A340-600,0,-78.4678382,-0.1806532
"Nov 8, 2007 at 0807 LT","Khartoum, Khartoum (<U+0627><U+0644><U+062E><U+0631><U+0637><U+0648><U+0645>)",Antonov AN-12,2,32.5581551,15.4971283
"Nov 6, 2007 at 0918 LT","Chino, California",Beechcraft King Air 100,2,-117.688944,34.0122346
"Oct 26, 2007 at 0645 LT","Butuan, Agusan del Norte",Airbus A320,0,125.5406234,8.9475377
