Date,Location,Model,Fatalities,lon,lat
"Aug 1, 2013 at 1200 LT","Eilat (אילת), Southern District",Piper PA-31-350 Navajo Chieftain,1,34.951925,29.557669
"Jul 30, 2013 at 1200 LT","Tanzania, Tanzania",Cessna 404 Titan,0,34.888822,-6.369028
"Jul 28, 2013 at 0000 LT","Shakhty, Rostov oblast",PZL-Mielec AN-2,0,40.2355138,47.7236224
"Jul 22, 2012 at 1200 LT","Bolshoe Gryzlovo, Moscow oblast",Let 410UVP,1,NA,NA
"Jul 19, 2013 at 1234 LT","Panama City, Panamá",Britten-Norman Islander,0,-79.5198696,8.9823792
"Jul 7, 2013 at 1120 LT","Soldotna, Alaska",De Havilland DHC-3 Otter,10,-151.0583332,60.4877778
"Jul 6, 2013 at 1127 LT","San Francisco, California",Boeing 777-200,3,-122.4194155,37.7749295
"Jun 29, 2013 at 0700 LT","Francistown, North-East District",Embraer EMB-110 Bandeirante,2,27.5143603,-21.1661005
"Jun 28, 2013 at 1940 LT","Kyzylorda, Kyzylorda",Antonov AN-2,1,65.4822686,44.8488314
"Jun 28, 2013 at 1100 LT","Russia, Russia",Antonov AN-2,0,105.318756,61.52401
"Jun 25, 2013 at 2030 LT","Wheeling, Illinois",Beechcraft Super King Air 200,0,-87.9289591,42.1391927
"Jun 25, 2013","Jérémie, Grand'Anse",Piper PA-31-350 Navajo Chieftain,2,-74.1181234,18.6389698
"Jun 20, 2013 at 1646 LT","McClellanville, South Carolina",Rockwell Grand Commander 690,2,-79.467312,33.087972
"Jun 19, 2013 at 0930 LT","Augsburg, Bavaria",Piper PA-46 Malibu Meridian (Malibu Mirage),0,10.89779,48.3705449
"Jun 13, 2013 at 1817 LT","Chino, California",Canadair CL-601 Challenger,0,-117.688944,34.0122346
"Jun 13, 2013 at 1345 LT","Marsh Harbour, Central Abaco",Saab 340,0,-77.0909809,26.5241653
"Jun 10, 2013 at 1726 LT","Saint-Mathieu-de-Beloeil, Quebec",Beechcraft King Air 100,0,-73.2478531,45.605068
"Jun 10, 2013 at 1000 LT","N'Gaoundéré, Adamaoua",Cessna 208 Caravan,1,13.5668302,7.3381488
"Jun 10, 2013 at 0954 LT","Kupang, East Nusa Tenggara",Xian MA60,0,123.6070329,-10.1771997
"Jun 7, 2013 at 1310 LT","Baton Rouge, Louisiana",Beechcraft Super King Air 200,1,-91.1403196,30.4582829
"Jun 4, 2013 at 1540 LT","Petersburg, Alaska",De Havilland DHC-2 Beaver,1,-132.9555556,56.8125
"Jun 1, 2013 at 0714 LT","Simikot, Karnali",Dornier DO228,0,81.8333656,29.9862834
"Nov 23, 2011 at 0942 LT","Bilogai-Sugapa, Special Region of Papua",Cessna 208B Grand Caravan,1,NA,NA
"May 30, 2013 at 1727 LT","Red Lake, Ontario",Beechcraft D18,2,-93.828916,51.0145968
"May 30, 2013 at 0000 LT","Qingdao, Shandong",Harbin SH-5 - Shuishang Hongzha 5,5,120.382609,36.067108
"May 29, 2013 at 1540 LT","Sorocaba, São Paulo",Comp Air CA-8,2,-47.4525944,-23.5015338
"May 27, 2013 at 1042 LT","Simikot, Karnali",Cessna 208B Grand Caravan,0,81.8333656,29.9862834
"May 26, 2013 at 1430 LT","Port-au-Prince, West",Boeing KC-137 Stratoliner,0,-72.3074326,18.594395
"May 24, 2013 at 1002 LT","Jyl-Kol, Jalal-Abad Province",PZL-Mielec AN-2,3,72.0860719,41.1756892
"May 16, 2013 at 1325 LT","California, California",Cessna 421C Golden Eagle III,1,-117.9859038,35.125801
"May 16, 2013 at 1151 LT","Mong Hsat, Shan State",Xian MA60,0,99.2508437,20.5184404
"May 16, 2013 at 1000 LT","Shenyang, Liaoning",Harbin Yunsunji Y-12,0,123.431472,41.805699
"May 16, 2013 at 0833 LT","Jomsom, Dhawalagiri",De Havilland DHC-6 Twin Otter,0,83.7730237,28.7746477
"May 15, 2013 at 1033 LT","Piatigorsk, Stavropol Krai",PZL-Mielec AN-2,1,43.039636,44.0498933
"May 13, 2013 at 1245 LT","McMinville, Oregon",Learjet 35,0,-123.1987163,45.2101162
"May 11, 2013 at 1100 LT","Indonesia, Indonesia",Fletcher FU-24,1,113.921327,-0.789275
"May 5, 2013 at 1000 LT","Valencia, Carabobo",Learjet 60,2,-67.9972104,10.1579312
"May 3, 2013 at 1455 LT","Chorgolu, Chuy Province",Boeing KC-135 Stratotanker,3,73.541744,42.8185388
"May 2, 2013 at 1629 LT","Catskill, New York",Grumman G-44 Widgeon,1,-73.959494,42.2146071
"Apr 30, 2013 at 1235 LT","Zacatecas, Zacatecas",Beechcraft Super King Air 300,6,-102.5865558,22.7641984
"Apr 29, 2013 at 1532 LT","Bagram AFB, Parwan",Boeing 747-400,7,69.273567,34.9444758
"Apr 27, 2013 at 1243 LT","Kandahar, Kandahar",Beechcraft MC-12W Liberty,4,65.7371749,31.628871
"Apr 26, 2013 at 0915 LT","Rotenburg, Hesse",Socata TBM-700,4,9.7309388,50.9995571
"Apr 17, 2013 at 1435 LT","Sam Neua, Houaphan Province",De Havilland DHC-6 Twin Otter,0,104.04787,20.4170831
"Apr 13, 2013 at 1510 LT","Denpasar, Bali",Boeing 737-800,0,115.2126293,-8.6704582
"Apr 7, 2013 at 1613 LT","Sao Tomé, Água Grande",Beechcraft 1900C,1,6.733343,0.3301924
"Apr 6, 2013 at 1200 LT","Morelia, Michoacán",Cessna 421B Golden Eagle II,0,-101.1949825,19.7059504
"Apr 5, 2013 at 1150 LT","Hammonton, New Jersey",Cessna 414 Chancellor,0,-74.8023853,39.6365056
"Apr 4, 2013 at 0030 LT","Mayaguana, Mayaguana",Cessna 402,3,-73.0641396,22.4017714
"Mar 29, 2013 at 1300 LT","Bordeaux, Gironde",Beechcraft King Air 90,0,-0.57918,44.837789
"Mar 23, 2013 at 1515 LT","Ust-Labinsk, Krasnodar Krai",PZL-Mielec AN-2,1,39.6873784,45.215065
"Mar 17, 2013 at 1623 LT","South Bend, Indiana",Raytheon 390 Premier I,2,-86.2519898,41.6763545
"Mar 15, 2013 at 1620 LT","Fort Lauderdale-Hollywood, Florida",Piper PA-31 Cheyenne,3,-80.1651315,26.0347664
"Mar 12, 2013 at 2030 LT","Almeirim, Pará",Embraer EMB-821 Carajá,10,-52.5785846,-1.5239568
"Mar 8, 2013 at 0815 LT","Dillingham, Alaska",Beechcraft 1900C,2,-158.4575,59.0397222
"Mar 6, 2013 at 1727 LT","Roskilde, Sjælland",Partenavia P.68,2,12.087845,55.64191
"Mar 6, 2013 at 0830 LT","Pias, La Libertad",Beechcraft Super King Air 200,9,-77.5465368,-7.8719207
"Mar 4, 2013 at 1744 LT","Goma, Nord-Kivu",Fokker 50,7,29.2204548,-1.658501
"Mar 4, 2013 at 0839 LT","Annemasse, Haute-Savoie",Raytheon 390 Premier I,2,6.234158,46.193253
"Mar 2, 2013 at 1344 LT","Rybinsk, Yaroslavl oblast",PZL-Mielec AN-2,0,38.8116968,58.057486
"Feb 28, 2013","Wau, Western Bahr el Ghazal (غرب بحر الغزال)",Let 410UVP,0,27.9834738,7.7091884
"Feb 21, 2013","Santa Lucia AFB, Los Reyes Acozac, México",Pilatus PC-6 Turbo Porter,2,-99.0129947,19.7513358
"Feb 20, 2013 at 2006 LT","Thomson, Georgia",Raytheon 390 Premier I,5,-82.5045733,33.4706927
"Feb 13, 2013 at 1809 LT","Donetsk, Donetsk Oblast",Antonov AN-24,5,37.80285,48.015883
"Feb 11, 2013 at 1325 LT","Muscat, Oman",Boeing 737-300,0,58.4059227,23.58589
"Feb 11, 2013 at 0730 LT","Monrovia, Montserrado",Casa-Nurtanio CN235 (IPTN),11,-10.7605239,6.2907432
"Feb 7, 2013 at 1430 LT","Zhytomyr, Ukraine",PZL-Mielec AN-2,0,28.6586669,50.25465
"Feb 6, 2013 at 1423 LT","Tunis, Tunis Governorate (ولاية تونس‎)",Airbus A320,0,10.1815316,36.8064948
"Feb 6, 2013 at 1135 LT","Casa Grande, Arizona",Beechcraft King Air 90,2,-111.7733902,32.9110027
"Feb 3, 2013 at 2030 LT","Cândido Mota, São Paulo",Beechcraft King Air 90,5,-50.3880476,-22.7466667
"Feb 2, 2013 at 2032 LT","Rome, Lazio",ATR72-500,0,12.4963655,41.9027835
"Jan 29, 2013 at 1313 LT","Almaty, Almaty Province",Canadair RegionalJet CRJ-200,21,76.8512485,43.2220146
"Jan 23, 2013 at 0827 LT","Antarctica, Antarctica",De Havilland DHC-6 Twin Otter,3,135,-82.862752
"Jan 17, 2013 at 1430 LT","Tuxtla Gutierrez, Chiapas",Piper PA-31-350 Navajo Chieftain,8,-93.1029939,16.7516009
"Jan 16, 2013 at 0557 LT","Burlington, North Carolina",Pilatus PC-12,1,-79.4377991,36.0956918
"Jan 15, 2013 at 1945 LT","Pellston, Michigan",Cessna 208B Grand Caravan,1,-84.7839364,45.552789
"Jan 4, 2013 at 1145 LT","Los Roques, Los Roques Federal Dependencies",Britten-Norman Islander,6,-66.7665377,11.8566815
"Jan 2, 2013 at 1010 LT","Mendoza, Mendoza",Saab 340,0,-68.8458386,-32.8894587
"Dec 31, 2012 at 1014 LT","San Pedro Sula, Cortés",BAe Jetstream 31,0,-87.9922684,15.5149204
"Dec 29, 2012 at 1633 LT","Moscow, Moscow oblast",Tupolev TU-204,5,37.6172999,55.755826
"Dec 25, 2012 at 1854 LT","Shymkent, South Kazakhstan",Antonov AN-72,27,69.590101,42.3416847
"Dec 25, 2012 at 0850 LT","Heho, Shan State",Fokker 100,2,96.8217017,20.723192
"Dec 24, 2012 at 1435 LT","Leesburg, Florida",Piper PA-31-350 Navajo Chieftain,1,-81.8778582,28.810823
"Dec 22, 2012 at 1813 LT","Sanikiluaq, Nunavut",Swearingen SA227AC Metro III,1,-79.22321,56.5407678
"Dec 19, 2012 at 0002 LT","Libby, Montana",Beechcraft King Air 100,2,-115.5559988,48.3882861
"Dec 18, 2012 at 1825 LT","Payson, Arizona",Piper PA-31-350 Navajo Chieftain,1,-111.3251355,34.2308684
"Dec 17, 2012 at 1041 LT","Tomas, Lima",Antonov AN-26,4,-75.7455074,-12.2369022
"Dec 15, 2012 at 1000 LT","Ely, Nevada",Piper PA-31 Cheyenne,2,-114.8886296,39.2474393
"Dec 14, 2012 at 1805 LT","Amarillo, Texas",Beechcraft King Air 90,2,-101.8312969,35.2219971
"Dec 9, 2012 at 0440 LT","Mexico, Mexico",Learjet 25,7,-102.552784,23.634501
"Dec 8, 2012 at 1334 LT","Palm Beach County Park-Lantana, Florida",Cessna 421C Golden Eagle III,1,-80.085281,26.592777
"Dec 8, 2012 at 1324 LT","Rotorua, Bay of Plenty Regional Council",Fletcher FU-24,1,176.2530551,-38.1346242
"Dec 7, 2012 at 1200 LT","La Yesca, Nayarit",Britten-Norman Islander,0,-104.0115223,21.3194074
"Dec 5, 2012 at 0945 LT","South Africa, South Africa",Douglas C-47 Skytrain (DC-3),11,22.937506,-30.559482
"Nov 30, 2012 at 1730 LT","Brazzaville, Brazzaville City District",Ilyushin II-76,32,15.2428853,-4.2633597
"Nov 28, 2012 at 1435 LT","Merritt Island, Florida",Comp Air CA-8,0,-80.6659842,28.3180688
"Nov 27, 2012 at 1329 LT","Moroni, Comoros Islands",Embraer EMB-120 Brasília,0,43.26505,-11.6557739
"Nov 26, 2012 at 2124 LT","Wells, Texas",Cessna 421C Golden Eagle III,1,-94.9399346,31.488513
"Nov 25, 2012 at 1200 LT","Johannesburg, Gauteng",Piper PA-31-350 Navajo Chieftain,0,28.0473051,-26.2041028
"Nov 25, 2012 at 1120 LT","Yugorsk, Khantia-Mansia okrug",PZL-Mielec AN-2,1,63.3429553,61.3138277
"Aug 22, 2011 at 1200 LT","Choigan-Khole Lake, Republic of Tuva",PZL-Mielec AN-2,1,NA,NA
"Nov 21, 2012 at 1200 LT","Sana'a, Sana'a (صنعاء)",Antonov AN-26,10,44.1910066,15.3694451
"Nov 19, 2012","Yida, Unity (الوحدة)",Antonov AN-26,0,30.0829075,10.1055751
"Nov 18, 2012 at 1005 LT","Snow Lake, Manitoba",Cessna 208B Grand Caravan,1,-100.0220321,54.8785668
"Nov 17, 2012 at 1145 LT","Greenwood, South Carolina",Cessna 550 Citation II,0,-82.1617883,34.1954001
"Nov 16, 2012 at 0525 LT","Bratislava, Bratislava Region",Airbus A300,0,17.1077478,48.1485965
"Nov 15, 2012 at 1700 LT","Aweil, Northern Bahr el Ghazal (شمال بحر الغزال)",Fokker 50,0,27.3998369,8.7670867
"Nov 11, 2012 at 1727 LT","São Paulo, São Paulo",Cessna 525 CJ3,0,-46.6333094,-23.5505199
"Nov 10, 2012 at 1920 LT","United States of America, USA",Cessna 421C Golden Eagle III,2,-95.712891,37.09024
"Nov 9, 2012 at 1545 LT","Mende, Lozère",Casa C-295M,6,3.501873,44.517611
"Nov 6, 2012 at 1900 LT","Curitiba, Paraná",Piper PA-31 Cheyenne,4,-49.2653819,-25.4244287
"Nov 6, 2012 at 0745 LT","Wichita, Kansas",Cessna 208B Grand Caravan,1,-97.330053,37.6871761
"Oct 30, 2012 at 1500 LT","Butembo, Nord-Kivu",Let 410UVP,0,29.3018011,0.114047
"Dec 20, 2010 at 1700 LT","Wynella Station, Queensland",Fletcher FU-24,1,NA,NA
"Oct 25, 2012 at 1930 LT","Yola, Adamawa",Cessna 208 Caravan,0,12.4953899,9.2034963
"Oct 22, 2012 at 1830 LT","Sturtevant, Wisconsin",Beechcraft King Air 90,0,-87.8945229,42.6980749
"Oct 19, 2012 at 1800 LT","Shindand, Herat",Antonov AN-12,0,62.3565156,33.2666932
"Oct 15, 2012 at 1557 LT","Skwentna, Alaska",Grumman C-1A Trader,1,-151.1683574,61.923613
"Oct 14, 2012 at 0400 LT","Antalya, Mediterranean Region (Akdeniz Bölgesi)",Boeing 737-800,0,30.7133233,36.8968908
"Oct 13, 2012 at 1954 LT","Campinas-Viracopos, São Paulo",McDonnell Douglas MD-11,0,-47.1375685,-23.008205
"Jul 18, 2017 at 1239 LT","Wamena, Special Region of Papua",Boeing 737-300,0,NA,NA
"Oct 8, 2012 at 1215 LT","Calabogie, Ontario",Socata TBM-850,1,-76.721166,45.299295
"Oct 7, 2012 at 1610 LT","Saint John's, Antigua",Britten-Norman Islander,3,-61.846772,17.1274104
"Oct 7, 2012 at 1200 LT","Khartoum, Khartoum (الخرطوم)",Antonov AN-12,15,32.5598994,15.5006544
"Jun 3, 2017 at 1030 LT","Garbaharey, Geedo (جوبا الوسطى‎)",Fokker F27 Friendship,0,NA,NA
"Oct 1, 2012 at 1421 LT","Australia, Australia",De Havilland DH.84 Dragon,6,133.775136,-25.274398
"Sep 30, 2012 at 0658 LT","Innsbruck, Tyrol",Cessna 414 Chancellor,6,11.4041024,47.2692124
"Sep 28, 2012 at 0618 LT","Kathmandu, Bagmati",Dornier DO228,19,85.3239605,27.7172453
"Sep 27, 2012 at 1545 LT","Constanza, La Vega",Piper PA-31-350 Navajo Chieftain,2,-70.7376623,18.9114821
"Sep 22, 2012 at 1129 LT","New Delhi, National Capital Territory of Delhi",Raytheon 390 Premier I,0,77.2090212,28.6139391
"Sep 18, 2012 at 1003 LT","Macon, Georgia",Beechcraft Beechjet 400,0,-83.6324022,32.8406946
"Sep 15, 2012 at 1340 LT","Rønne (Bornholm Island), Hovedstaden",Learjet 24,0,14.708329,55.101017
"Sep 12, 2012 at 1220 LT","Palana, Kamchatka Krai",PZL-Mielec AN-28,10,159.9541642,59.0842105
"Sep 7, 2012 at 2000 LT","Lohegaon, Maharashtra",Beechcraft King Air 90,0,73.91882,18.5911292
"Sep 7, 2012 at 1300 LT","Rome, Lazio",Cessna 402,2,12.4963655,41.9027835
"Sep 5, 2012 at 0949 LT","Fort Worth, Texas",Cessna 421B Golden Eagle II,0,-97.3307658,32.7554883
"Aug 31, 2012 at 1510 LT","Lahore, Punjab (پنجاب)",ATR42-500,0,74.3571581,31.5546061
"Aug 30, 2012 at 0915 LT","Hualien, Hualien County (花蓮縣)",Britten-Norman Islander,3,121.6111949,23.9910732
"Aug 25, 2012 at 0800 LT","Kenai, Alaska",De Havilland DHC-2 Beaver,0,-151.2583333,60.5544444
"Aug 24, 2012 at 1800 LT","Montbéliard, Doubs",Pilatus PC-12,4,6.798466,47.510356
"Aug 24, 2012 at 0830 LT","Samarinda, East Kalimantan",Piper PA-31-350 Navajo Chieftain,4,117.1436154,-0.4948232
"Aug 22, 2012 at 1535 LT","Annino AFB, Leningrad oblast",Cessna 421 Golden Eagle,2,30.0557416,59.764589
"Apr 1, 2017 at 1030 LT","Yei, Central Equatoria (الاستوائية الوسطى)",Let 410UVP,0,NA,NA
"Aug 19, 2012 at 0800 LT","Talodi, South Kordofan (جنوب كردفان)",Antonov AN-26,32,30.3839017,10.6377926
"Aug 18, 2012 at 1855 LT","Granville, Manche",Pilatus PC-6 Turbo Porter,0,-1.597302,48.837579
"Aug 11, 2012 at 1124 LT","Taylorville, Illinois",Beechcraft G18,1,-89.294533,39.548935
"Aug 6, 2012 at 1540 LT","Altenrhein, Saint Gallen",Embraer EMB-505 Phenom 300,0,9.5662899,47.4672487
"Aug 2, 2012 at 0617 LT","Santiago de Compostela, Galicia",Cessna 500 Citation,2,-8.5448445,42.8782132
"Jul 28, 2012 at 0745 LT","Juiz de Fora, Minas Gerais",Beechcraft Super King Air 200,8,-43.3433999,-21.7624237
"Jul 24, 2012 at 1610 LT","Jacarepaguá, Rio de Janeiro",Piper PA-31-350 Navajo Chieftain,0,-43.3907025,-22.9681736
"Sep 13, 2016","Wamena, Special Region of Papua",Boeing 737-300,0,NA,NA
"Jul 19, 2012","Padali, Khabarovsk Krai",PZL-Mielec AN-2,0,136.641944,50.215833
"Jul 17, 2012 at 0100 LT","Saint George, Utah",Canadair RegionalJet CRJ-200,1,-113.5684164,37.0965278
"Jul 13, 2012 at 1518 LT","Le Castellet, Var",Gulfstream GIV,3,5.776755,43.203551
"Jul 12, 2012 at 1730 LT","Angra dos Reis, Rio de Janeiro",Embraer EMB-121 Xingu,3,-44.3157913,-23.0058039
"Jul 12, 2012 at 0745 LT","Nouakchott, Nouakchott City District",Harbin Yunsunji Y-12,7,-15.9582372,18.0735299
"Jul 7, 2012 at 0404 LT","Karnack, Texas",Beechcraft King Air 90,1,-94.1707038,32.668078
"Jul 6, 2012 at 1540 LT","Espinosa, Minas Gerais",Embraer EMB-820 Navajo,1,-42.8168003,-14.9256971
"Jun 17, 2016 at 1330 LT","Goodnews Bay, Alaska",Cessna 207 Skywagon,0,NA,NA
"Jul 3, 2012 at 1200 LT","Honduras, Honduras",Piper PA-31 Cheyenne,1,-86.241905,15.199999
"Jul 1, 2012 at 1830 LT","South Dakota, South Dakota",Lockheed C-130 Hercules,4,-99.9018131,43.9695148
"Jul 1, 2012 at 1045 LT","Bollullos de la Mitación-La Juliana, Andalusia",Technoavia SM-92 Turbo Finist,0,-6.169176,37.314636
"Jun 30, 2012 at 1620 LT","Dalton, Georgia",Piper PA-31-350 Navajo Chieftain,1,-84.9702228,34.7698021
"Jun 27, 2012 at 0029 LT","Tver, Tver oblast",Ilyushin II-76,0,35.9175965,56.8587214
"Jun 23, 2012 at 1130 LT","Bucharest, București",Cessna 207 Skywagon,0,26.1025384,44.4267674
"Jun 23, 2012 at 1100 LT","Melgar, Tolima",Cessna 208B Grand Caravan,4,-74.643383,4.203572
"Jun 22, 2012 at 1001 LT","Morgantown, West Virginia",Beechcraft King Air 90,1,-79.9558968,39.629526
"Jun 21, 2012 at 1450 LT","Jakarta, City District of Jakarta",Fokker F27 Friendship,11,106.845599,-6.2087634
"Jun 20, 2012 at 1200 LT","Pweto, Katanga",Grumman G-159 Gulfstream GI,0,28.9033674,-8.4697816
"Jun 18, 2012 at 1006 LT","Atlanta, Georgia",Beechcraft Beechjet 400,0,-84.3879824,33.7489954
"Jun 16, 2012 at 0823 LT","Jersey, Channel Islands",ATR42-300,0,-2.13125,49.214439
"Jun 12, 2012 at 1343 LT","Sandy Lake, Ontario",Avro 748,0,-93.3294051,53.0634269
"Jun 11, 2012 at 2211 LT","Serov, Sverdlovsk oblast",PZL-Mielec AN-2,13,60.6177432,59.6104645
"Jun 10, 2012 at 1040 LT","Borodyanka, Kiev oblast",Let 410UVP,5,29.9146299,50.6445031
"Jun 7, 2012 at 1235 LT","Lake Wales, Florida",Pilatus PC-12,6,-81.5859099,27.9014133
"Jun 7, 2012 at 1224 LT","Aspen, Colorado",Learjet 60,0,-106.8175387,39.1910983
"Jun 6, 2012 at 1955 LT","Montevideo, Montevideo City District",Swearingen SA227AC Metro III,2,-56.1645314,-34.9011127
"Jun 3, 2012 at 1545 LT","Lagos, Lagos",McDonnell Douglas MD-83,163,3.3792057,6.5243793
"Jun 3, 2012 at 1347 LT","Utah, Utah",Lockheed P-2 Neptune,2,-111.0937311,39.3209801
"Jun 2, 2012 at 1910 LT","Accra, Greater Accra",Boeing 727-200,12,-0.1869644,5.6037168
"Jun 1, 2012 at 1235 LT","Pontianak, West Kalimantan",Boeing 737-400,0,109.3425039,-0.0263303
"May 25, 2012 at 1710 LT","Lézignan-Corbières, Aude",Cessna 208B Grand Caravan,0,2.7577759,43.200503
"May 25, 2012 at 1408 LT","Cochrane, Ontario",De Havilland DHC-2 Beaver,2,-81.0299298,49.0650259
"May 23, 2012 at 1150 LT","Čáslav, Central Bohemian Region (Stredočesky kraj)",Antonov AN-30,0,15.3907936,49.9108953
"May 18, 2012 at 0150 LT","Iquique, Región de Tarapacá",Rockwell Shrike Commander 500S,2,-70.1356692,-20.2307033
"May 14, 2012 at 0945 LT","Jomsom, Dhawalagiri",Dornier DO228,15,83.7730237,28.7746477
"May 13, 2012 at 1845 LT","Kelowna, British Columbia",De Havilland DHC-2 Beaver,3,-119.4960106,49.8879519
"May 11, 2012 at 1811 LT","Guatemala City, Guatemala",Convair CV-580,0,-90.5068824,14.6349149
"May 11, 2012 at 1630 LT","Chanute, Kansas",Cessna 401,4,-95.4572034,37.6792135
"May 9, 2012 at 1431 LT","Jakarta, City District of Jakarta",Sukhoi Superjet 100-95,45,106.845599,-6.2087634
"May 5, 2012 at 0240 LT","Grand Case, Saint-Martin",Piper PA-42 Cheyenne,4,-63.0544967,18.1000606
"May 2, 2012 at 1055 LT","Yambio, Western Equatoria (غرب الاستوائية)",Cessna 208B Grand Caravan,0,28.3987842,4.5775693
"May 1, 2012 at 1255 LT","Jeddah, Makkah l-Mukarramah (مكة المكرمة)",Airbus A300-600,0,39.2005067,21.4864675
"Apr 30, 2012 at 0851 LT","Dhaka, Dhaka",ATR72-500,0,90.4125181,23.810332
"Apr 28, 2012 at 1433 LT","Galkayo, Mudug (مدق‎)",Antonov AN-24,0,47.4392352,6.7872726
"Apr 27, 2012 at 1000 LT","Mexicali, Baja California",Boeing 727-200,0,-115.4522623,32.6245389
"Jun 14, 2016 at 0758 LT","Lolat, Special Region of Papua",Cessna 208B Grand Caravan,0,NA,NA
"Apr 21, 2012 at 0813 LT","Santa Cruz, Santa Cruz",Curtiss C-46,3,-122.0307963,36.9741171
"May 18, 2016 at 0830 LT","Andersen AFB, Guam Island",Boeing B-52 Stratofortress,0,NA,NA
"Apr 20, 2012 at 1430 LT","Jundiaí, São Paulo",Beechcraft King Air 90,1,-46.8978057,-23.1857076
"Apr 20, 2012 at 1247 LT","Guadalupe y Calvo, Chihuahua",IAI Arava 201,0,-106.9651726,26.0902174
"Apr 19, 2012 at 1208 LT","Gulf of Mexico, World",Cessna 421C Golden Eagle III,1,-90.065918,25.304304
"Apr 15, 2012","Yida, Unity (الوحدة)",Fokker F27 Friendship,0,30.0829075,10.1055751
"Apr 9, 2012 at 1014 LT","Kigoma, Kigoma Region",De Havilland Dash-8-300,0,29.6615055,-4.8824092
"Apr 6, 2012 at 1645 LT","Everglades City, Florida",Comp Air CA-8,1,-81.3850695,25.8582443
"Apr 3, 2012 at 0920 LT","Oranjestad, Dutch Antilles",Beechcraft King Air 90,0,-62.9764978,17.4867485
"Apr 2, 2012 at 0735 LT","Tyumen, Tyumen oblast",ATR72-200,33,65.5250172,57.1612975
"Apr 2, 2012","Doro, Upper Nile (أعالي النيل)",Avro 748,0,31.6599369,9.5508577
"Mar 29, 2012 at 0945 LT","Wau, Western Bahr el Ghazal (غرب بحر الغزال)",Fokker 50,0,27.9834738,7.7091884
"Mar 27, 2012 at 0730 LT","Battle Creek, Michigan",Cessna 441 Conquest,0,-85.1797142,42.3211522
"Mar 23, 2012 at 1500 LT","Phanom Thuan, Kanchanaburi (กาญจนบุรี)",Pilatus PC-6 Turbo Porter,0,99.6786894,14.136869
"Mar 22, 2012 at 0058 LT","Puerto Aguirre, Región Aysén del General Carlos Ibáñez del Campo",Beechcraft Super King Air 350,8,-73.5225084,-45.1566291
"Mar 22, 2012","Byelaya Kalitva, Rostov oblast",Antonov AN-2,0,40.7854444,48.1817768
"Mar 15, 2012 at 1457 LT","Kiruna, Norrbotten",Lockheed C-130 Hercules,5,20.225282,67.8557995
"Mar 15, 2012 at 1400 LT","Franklin, North Carolina",Cessna 501 Citation I,5,-83.3815429,35.1823171
"Mar 15, 2012 at 0738 LT","San Juan, Puerto Rico",Convair CV-340,2,-66.1057355,18.4655394
"Mar 13, 2012 at 1040 LT","Port Johnson, Alaska",De Havilland DHC-2 Beaver,0,-82.7103465,28.2434767
"Mar 9, 2012 at 1410 LT","Deadmans Cay, Long Island",Beechcraft King Air 100,0,-75.093932,23.1789029
"Mar 9, 2012 at 1130 LT","Caballococha, Loreto",De Havilland DHC-6 Twin Otter,0,-70.5160813,-3.9107889
"Mar 8, 2012 at 1125 LT","Comayagua, Comayagua",Rockwell Shrike Commander 500S,2,-87.6482474,14.4490149
"Mar 1, 2012 at 1900 LT","Egelsbach, Hesse",Cessna 750 Citation X,5,8.6633158,49.9663895
"Mar 1, 2012 at 1200 LT","Quellón, Región de Los Lagos",Piper PA-31-350 Navajo Chieftain,8,-73.6138821,-43.1169327
"Feb 28, 2012 at 0716 LT","Manaus, Amazonas",Cessna 208 Caravan,1,-60.0217314,-3.1190275
"Feb 21, 2012 at 2100 LT","Guadalajara, Jalisco",Rockwell Gulfstream Commander 980,3,-103.3496092,20.6596988
"Feb 19, 2012 at 1525 LT","Hayden, Colorado",Cessna 414 Chancellor,2,-107.2636842,40.4894302
"Feb 18, 2012","Djibouti City, Djibouti",Pilatus PC-12,4,43.1456475,11.5720765
"Feb 17, 2012 at 1030 LT","Sandoway, Rakhine State",ATR72-500,0,94.3411001,18.4671203
"Feb 12, 2012 at 1300 LT","Bukavu, Sud-Kivu",Gulfstream GIV,6,28.8480284,-2.5123017
"Feb 9, 2012 at 1200 LT","Punto Fijo, Falcón",Cessna 402,0,-70.1813018,11.711511
"Jan 30, 2012 at 0845 LT","Namoya, Sud-Kivu",PZL-Mielec AN-28,3,27.5578,-4.019944
"Jan 24, 2012 at 0828 LT","Kandahar, Kandahar",McDonnell Douglas MD-83,0,65.7371749,31.628871
"Jan 18, 2012 at 1117 LT","Welshpool, Powys",Piper PA-31-350 Navajo Chieftain,2,-3.146407,52.660348
"Jan 13, 2012 at 1930 LT","Bartlesville, Oklahoma",Rockwell Aero Commander 500,0,-95.9808179,36.7473114
"Jan 10, 2012 at 0957 LT","North Spirit Lake, Ontario",Piper PA-31-350 Navajo Chieftain,4,-93.023709,52.506859
"Dec 28, 2011 at 1246 LT","Osh, Osh City",Tupolev TU-134,0,72.8160976,40.5139985
"Dec 26, 2011 at 1406 LT","Venice, Florida",Rockwell Aero Commander 560,1,-82.4542632,27.0997775
"Dec 22, 2011 at 1725 LT","York, Pennsylvania",Cessna 441 Conquest,1,-76.727745,39.9625984
"Dec 20, 2011 at 1713 LT","Yogyakarta, Special Region of Yogyakarta",Boeing 737-300,0,110.3694896,-7.7955798
